cve_id,description,cpe_match,accessVector,baseScore,exploitabilityScore,obtainAllPrivilege,obtainUserPrivilege,obtainOtherPrivilege,privilegesRequired
CVE-2022-1388,"On F5 BIG-IP 16.1.x versions prior to 16.1.2.2, 15.1.x versions prior to 15.1.5.1, 14.1.x versions prior to 14.1.4.6, 13.1.x versions prior to 13.1.5, and all 12.1.x and 11.6.x versions, undisclosed requests may bypass iControl REST authentication. Note: Software versions which have reached End of Technical Support (EoTS) are not evaluated","['cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2022-26352,"An issue was discovered in the ContentResource API in dotCMS 3.0 through 22.02. Attackers can craft a multipart form request to post a file whose filename is not initially sanitized. This allows directory traversal, in which the file is saved outside of the intended storage location. If anonymous content creation is enabled, this allows an unauthenticated attacker to upload an executable file, such as a .jsp file, that can lead to remote code execution.",['cpe:2.3:a:dotcms:dotcms:*:*:*:*:*:*:*:*'],NETWORK,6.8,8.6,False,False,False,Null
CVE-2022-37042,"Zimbra Collaboration Suite (ZCS) 8.8.15 and 9.0 has mboximport functionality that receives a ZIP archive and extracts files from it. By bypassing authentication (i.e., not having an authtoken), an attacker can upload arbitrary files to the system, leading to directory traversal and remote code execution. NOTE: this issue exists because of an incomplete fix for CVE-2022-27925.","['cpe:2.3:a:zimbra:collaboration:9.0.0:-:*:*:*:*:*:*', 'cpe:2.3:a:zimbra:collaboration:8.8.15:-:*:*:*:*:*:*']",NETWORK,Null,9.8,3.9,Null,Null,Null
CVE-2023-27372,"SPIP before 4.2.1 allows Remote Code Execution via form values in the public area because serialization is mishandled. The fixed versions are 3.2.18, 4.0.10, 4.1.8, and 4.2.1.","['cpe:2.3:a:spip:spip:4.2.0:alpha2:*:*:*:*:*:*', 'cpe:2.3:a:spip:spip:4.2.0:alpha:*:*:*:*:*:*', 'cpe:2.3:a:spip:spip:4.2.0:-:*:*:*:*:*:*', 'cpe:2.3:a:spip:spip:*:*:*:*:*:*:*:*', 'cpe:2.3:a:spip:spip:*:*:*:*:*:*:*:*', 'cpe:2.3:a:spip:spip:*:*:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*']",NETWORK,Null,9.8,3.9,Null,Null,Null
CVE-2021-25281,"An issue was discovered in through SaltStack Salt before 3002.5. salt-api does not honor eauth credentials for the wheel_async client. Thus, an attacker can remotely run any wheel modules on the master.","['cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:a:saltstack:salt:*:*:*:*:*:*:*:*', 'cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*', 'cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*', 'cpe:2.3:o:fedoraproject:fedora:34:*:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2013-4490,"The SSH key upload feature (lib/gitlab_keys.rb) in gitlab-shell before 1.7.3, as used in GitLab 5.0 before 5.4.1 and 6.x before 6.2.3, allows remote authenticated users to execute arbitrary commands via shell metacharacters in the public key.","['cpe:2.3:a:gitlab:gitlab:6.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab-shell:1.7.1:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab:5.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab-shell:1.5.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab:5.1.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab:6.2.2:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab:5.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab-shell:1.0.4:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab:6.2.1:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab-shell:1.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab:6.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab:6.1.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab-shell:1.7.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab-shell:*:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab-shell:1.1.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab-shell:1.4.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab:5.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab-shell:1.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab:5.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab:5.4.0:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlab:gitlab-shell:1.6.0:*:*:*:*:*:*:*']",NETWORK,6.5,8,False,False,False,Null
CVE-2013-1892,"MongoDB before 2.0.9 and 2.2.x before 2.2.4 does not properly validate requests to the nativeHelper function in SpiderMonkey, which allows remote authenticated users to cause a denial of service (invalid memory access and server crash) or execute arbitrary code via a crafted memory address in the first argument.","['cpe:2.3:a:mongodb:mongodb:1.8.0:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.0.6:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.2.2:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:1.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.2.1:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:1.4.0:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.0.3:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:*:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.0.4:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.2.3:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.0.5:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:1.6.0:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:mongodb:mongodb:2.0.7:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_mrg:2.3:*:*:*:*:*:*:*']",NETWORK,6,6.8,False,False,False,Null
CVE-2001-1583,lpd daemon (in.lpd) in Solaris 8 and earlier allows remote attackers to execute arbitrary commands via a job request with a crafted control file that is not properly handled when lpd invokes a mail program. NOTE: this might be the same vulnerability as CVE-2000-1220.,['cpe:2.3:o:sun:sunos:*:*:*:*:*:*:*:*'],NETWORK,10,10,True,False,False,Null
CVE-2004-0608,"The Unreal Engine, as used in DeusEx 1.112fm and earlier, Devastation 390 and earlier, Mobile Forces 20000 and earlier, Nerf Arena Blast 1.2 and earlier, Postal 2 1337 and earlier, Rune 107 and earlier, Tactical Ops 3.4.0 and earlier, Unreal 1 226f and earlier, Unreal II XMP 7710 and earlier, Unreal Tournament 451b and earlier, Unreal Tournament 2003 2225 and earlier, Unreal Tournament 2004 before 3236, Wheel of Time 333b and earlier, and X-com Enforcer, allows remote attackers to execute arbitrary code via a UDP packet containing a secure query with a long value, which overwrites memory.","['cpe:2.3:a:epic_games:unreal_engine:436:*:*:*:*:*:*:*', 'cpe:2.3:a:epic_games:unreal_tournament_2003:2199_macos:*:*:*:*:*:*:*', 'cpe:2.3:a:running_with_scissors:postal_2:1337:*:*:*:*:*:*:*', 'cpe:2.3:a:rage_software:mobile_forces:20000.0:*:*:*:*:*:*:*', 'cpe:2.3:a:epic_games:unreal_tournament_2003:2225_macos:*:*:*:*:*:*:*', 'cpe:2.3:a:epic_games:unreal_tournament_2003:2199_linux:*:*:*:*:*:*:*', 'cpe:2.3:a:ion_storm:deusex:1.112_fm:*:*:*:*:*:*:*', 'cpe:2.3:a:infogrames:tacticalops:3.4:*:*:*:*:*:*:*', 'cpe:2.3:a:robert_jordan:wheel_of_time:333.0b:*:*:*:*:*:*:*', 'cpe:2.3:a:epic_games:unreal_tournament:451b:*:*:*:*:*:*:*', 'cpe:2.3:a:epic_games:unreal_tournament_2004:win32:*:*:*:*:*:*:*', 'cpe:2.3:a:epic_games:unreal_tournament_2003:2199_win32:*:*:*:*:*:*:*', 'cpe:2.3:a:epic_games:unreal_tournament_2004:macos:*:*:*:*:*:*:*', 'cpe:2.3:a:arush:devastation:390.0:*:*:*:*:*:*:*', 'cpe:2.3:a:epic_games:unreal_engine:226f:*:*:*:*:*:*:*', 'cpe:2.3:a:epic_games:unreal_engine:433:*:*:*:*:*:*:*', 'cpe:2.3:a:nerf_arena_blast:nerf_arena_blast:1.2:*:*:*:*:*:*:*', 'cpe:2.3:a:dreamforge:tnn_outdoors_pro_hunter:*:*:*:*:*:*:*:*', 'cpe:2.3:a:infogrames:x-com_enforcer:*:*:*:*:*:*:*:*', 'cpe:2.3:a:epic_games:unreal_tournament_2003:2225_win32:*:*:*:*:*:*:*', 'cpe:2.3:o:gentoo:linux:1.4:*:*:*:*:*:*:*']",NETWORK,10,10,True,False,False,Null
CVE-2007-5243,"Multiple stack-based buffer overflows in Borland InterBase LI 8.0.0.53 through 8.1.0.253, and WI 5.1.1.680 through 8.1.0.257, allow remote attackers to execute arbitrary code via (1) a long service attach request on TCP port 3050 to the (a) SVC_attach or (b) INET_connect function, (2) a long create request on TCP port 3050 to the (c) isc_create_database or (d) jrd8_create_database function, (3) a long attach request on TCP port 3050 to the (e) isc_attach_database or (f) PWD_db_aliased function, or unspecified vectors involving the (4) jrd8_attach_database or (5) expand_filename2 function.","['cpe:2.3:a:borland_software:interbase:li_8.0.0.54:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-v7.5.0.129:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-v6.0.1.6:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-v5.1.1.680:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-v8.0.0.123:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-v5.5.0.742:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi_5.1.1.680:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-v6.0.0.627:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:li_8.0.0.253:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-v7.0.1.1:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi_8.1.0.257:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-v6.0.1.0:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-v6.5.0.28:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-v7.5.1.80:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-o6.0.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:wi-o6.0.1.6:*:*:*:*:*:*:*', 'cpe:2.3:a:borland_software:interbase:li_8.0.0.53:*:*:*:*:*:*:*']",NETWORK,9.3,8.6,False,False,False,Null
CVE-2008-2905,"PHP remote file inclusion vulnerability in includes/Cache/Lite/Output.php in the Cache_Lite package in Mambo 4.6.4 and earlier, when register_globals is enabled, allows remote attackers to execute arbitrary PHP code via a URL in the mosConfig_absolute_path parameter.","['cpe:2.3:a:mambo:mambo:4.5_1.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.2:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5_1.0.3_beta:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.6:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.2.2:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.1_1.0.9:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.6.1:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.6.2:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.2.3:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.1_beta2:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5_1.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.6.4:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.1a:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.1_beta:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.3h:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.2.1:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.0.14:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.1.3:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5_1.0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5.4:*:*:*:*:*:*:*', 'cpe:2.3:a:mambo:mambo:4.5_1.0.9:*:*:*:*:*:*:*']",NETWORK,6.8,8.6,False,False,True,Null
CVE-2019-12840,"In Webmin through 1.910, any user authorized to the ""Package Updates"" module can execute arbitrary commands with root privileges via the data parameter to update.cgi.",['cpe:2.3:a:webmin:webmin:*:*:*:*:*:*:*:*'],NETWORK,9,8,False,False,False,Null
CVE-2009-0545,cgi-bin/kerbynet in ZeroShell 1.0beta11 and earlier allows remote attackers to execute arbitrary commands via shell metacharacters in the type parameter in a NoAuthREQ x509List action.,"['cpe:2.3:a:zeroshell:zeroshell:1.0:beta3:*:*:*:*:*:*', 'cpe:2.3:a:zeroshell:zeroshell:1.0:beta4:*:*:*:*:*:*', 'cpe:2.3:a:zeroshell:zeroshell:1.0:beta7:*:*:*:*:*:*', 'cpe:2.3:a:zeroshell:zeroshell:1.0:beta10:*:*:*:*:*:*', 'cpe:2.3:a:zeroshell:zeroshell:1.0:beta9:*:*:*:*:*:*', 'cpe:2.3:a:zeroshell:zeroshell:1.0:beta2:*:*:*:*:*:*', 'cpe:2.3:a:zeroshell:zeroshell:1.0:beta8:*:*:*:*:*:*', 'cpe:2.3:a:zeroshell:zeroshell:1.0:beta1:*:*:*:*:*:*', 'cpe:2.3:a:zeroshell:zeroshell:1.0:beta6:*:*:*:*:*:*', 'cpe:2.3:a:zeroshell:zeroshell:1.0:beta11:*:*:*:*:*:*', 'cpe:2.3:a:zeroshell:zeroshell:1.0:beta5:*:*:*:*:*:*']",NETWORK,10,10,True,False,False,Null
CVE-2009-3843,"HP Operations Manager 8.10 on Windows contains a ""hidden account"" in the XML file that specifies Tomcat users, which allows remote attackers to conduct unrestricted file upload attacks, and thereby execute arbitrary code, by using the org.apache.catalina.manager.HTMLManagerServlet class to make requests to manager/html/upload.",['cpe:2.3:a:hp:operations_manager:8.10:*:windows:*:*:*:*:*'],NETWORK,10,10,False,False,False,Null
CVE-2010-2309,Buffer overflow in the web server for EvoLogical EvoCam 3.6.6 and 3.6.7 allows remote attackers to execute arbitrary code via a long GET request.,"['cpe:2.3:a:evological:evocam:3.6.7:*:*:*:*:*:*:*', 'cpe:2.3:a:evological:evocam:3.6.6:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2011-2763,The web interface on the LifeSize Room appliance LS_RM1_3.5.3 (11) and 4.7.18 allows remote attackers to execute arbitrary commands via a modified request to the LSRoom_Remoting.doCommand function in gateway.php.,[],NETWORK,7.5,10,False,False,False,Null
